artist,title,artist_list,total_weeks,peak_rank,debut_rank,end_rank,peak_week,decay_rate,post_peak_length
"Metro Boomin, Swae Lee, Lil Wayne & Offset",Annihilate,"['Metro Boomin', 'Swae Lee', 'Lil Wayne', 'Offset']",4,44.0,44.0,79.0,0,-11.666666666666666,3
"Metro Boomin, The Weeknd & 21 Savage",Creepin',"['Metro Boomin', 'The Weeknd', '21 Savage']",47,3.0,5.0,38.0,8,-0.9210526315789473,38
Michael Ray,Think A Little Less,['Michael Ray'],16,54.0,90.0,90.0,11,-9.0,4
Michael Ray,Whiskey And Rain,['Michael Ray'],20,37.0,97.0,88.0,13,-8.5,6
Midland,Drinkin' Problem,['Midland'],20,45.0,97.0,93.0,15,-12.0,4
Migos,Avalanche,['Migos'],2,27.0,27.0,86.0,0,-59.0,1
Migos,Stir Fry,['Migos'],21,8.0,94.0,44.0,6,-2.5714285714285716,14
Migos,Straightenin,['Migos'],14,23.0,38.0,83.0,4,-6.666666666666667,9
Migos,T-Shirt,['Migos'],25,19.0,43.0,48.0,2,-1.3181818181818181,22
Migos Featuring 21 Savage,BBO (Bad Bitches Only),"['Migos', '21 Savage']",2,48.0,48.0,89.0,0,-41.0,1
Migos Featuring Drake,Having Our Way,"['Migos', 'Drake']",4,15.0,15.0,87.0,0,-24.0,3
Migos Featuring Drake,Walk It Talk It,"['Migos', 'Drake']",22,10.0,18.0,29.0,9,-1.5833333333333333,12
Migos Featuring Lil Uzi Vert,Bad And Boujee,"['Migos', 'Lil Uzi Vert']",36,1.0,76.0,45.0,7,-1.5714285714285714,28
Migos Featuring Post Malone,Notice Me,"['Migos', 'Post Malone']",5,52.0,52.0,92.0,0,-10.0,4
Migos Featuring Travis Scott,Kelly Price,"['Migos', 'Travis Scott']",2,58.0,58.0,100.0,0,-42.0,1
"Migos, Nicki Minaj & Cardi B",MotorSport,"['Migos', 'Nicki Minaj', 'Cardi B']",21,6.0,14.0,45.0,6,-2.7857142857142856,14
Miguel,Sure Thing,['Miguel'],29,11.0,49.0,19.0,22,-1.3333333333333333,6
Mike Posner,I Took A Pill In Ibiza,['Mike Posner'],37,4.0,79.0,46.0,15,-2.0,21
Miley Cyrus,End Of The World,['Miley Cyrus'],4,52.0,52.0,93.0,0,-13.666666666666666,3
Miley Cyrus,Malibu,['Miley Cyrus'],15,10.0,64.0,78.0,1,-5.230769230769231,13
Miley Cyrus,River,['Miley Cyrus'],4,32.0,32.0,88.0,0,-18.666666666666668,3
Miley Cyrus,Slide Away,['Miley Cyrus'],6,47.0,47.0,95.0,0,-9.6,5
Miley Cyrus,Used To Be Young,['Miley Cyrus'],21,8.0,8.0,45.0,0,-1.85,20
Miley Cyrus Featuring Dua Lipa,Prisoner,"['Miley Cyrus', 'Dua Lipa']",12,54.0,54.0,98.0,0,-4.0,11
Miranda Lambert,Bluebird,['Miranda Lambert'],20,26.0,81.0,64.0,15,-9.5,4
Miranda Lambert,If I Was A Cowboy,['Miranda Lambert'],20,53.0,82.0,70.0,11,-2.125,8
Miranda Lambert,It All Comes Out In The Wash,['Miranda Lambert'],2,70.0,70.0,82.0,0,-12.0,1
Miranda Lambert,Settling Down,['Miranda Lambert'],20,41.0,90.0,66.0,14,-5.0,5
Miranda Lambert,Vice,['Miranda Lambert'],19,47.0,47.0,88.0,0,-2.2777777777777777,18
Missy Elliott Featuring Pharrell Williams,WTF (Where They From),"['Missy Elliott', 'Pharrell Williams']",9,54.0,54.0,92.0,0,-4.75,8
Mitchell Tenpenny,Truth About You,['Mitchell Tenpenny'],13,54.0,85.0,89.0,7,-7.0,5
Mitski,My Love Mine All Mine,['Mitski'],20,26.0,76.0,50.0,4,-1.6,15
Money Man Featuring Lil Baby,24,"['Money Man', 'Lil Baby']",14,49.0,71.0,89.0,8,-8.0,5
Moneybagg Yo,If Pain Was A Person,['Moneybagg Yo'],2,54.0,54.0,96.0,0,-42.0,1
Moneybagg Yo,Me Vs Me,['Moneybagg Yo'],2,88.0,88.0,97.0,0,-9.0,1
Moneybagg Yo,Ocean Spray,['Moneybagg Yo'],2,69.0,69.0,88.0,0,-19.0,1
Moneybagg Yo,Said Sum,['Moneybagg Yo'],22,17.0,63.0,44.0,16,-5.4,5
Moneybagg Yo,Shottas (Lala),['Moneybagg Yo'],4,35.0,35.0,90.0,0,-18.333333333333332,3
Moneybagg Yo,Time Today,['Moneybagg Yo'],20,31.0,37.0,40.0,11,-1.125,8
Moneybagg Yo,Wockesha,['Moneybagg Yo'],28,20.0,59.0,38.0,22,-3.6,5
Moneybagg Yo Featuring BIG30,Go!,"['Moneybagg Yo', 'BIG30']",4,52.0,96.0,100.0,1,-24.0,2
Moneybagg Yo Featuring Lil Baby,U Played,"['Moneybagg Yo', 'Lil Baby']",5,53.0,60.0,98.0,1,-15.0,3
Moneybagg Yo Featuring Lil Durk & EST Gee,Switches & Dracs,"['Moneybagg Yo', 'Lil Durk', 'EST Gee']",2,69.0,69.0,86.0,0,-17.0,1
Moneybagg Yo Featuring Morgan Wallen,Whiskey Whiskey,"['Moneybagg Yo', 'Morgan Wallen']",20,21.0,21.0,90.0,0,-3.6315789473684212,19
Mooski,Track Star,['Mooski'],20,31.0,99.0,65.0,10,-3.7777777777777777,9
Morgan Evans,Kiss Somebody,['Morgan Evans'],8,53.0,76.0,86.0,6,-33.0,1
Morgan Wallen,'98 Braves,['Morgan Wallen'],7,27.0,27.0,98.0,0,-11.833333333333334,6
Morgan Wallen,180 (Lifestyle),['Morgan Wallen'],2,63.0,63.0,96.0,0,-33.0,1
Morgan Wallen,865,['Morgan Wallen'],5,46.0,46.0,76.0,0,-7.5,4
Morgan Wallen,Born With A Beer In My Hand,['Morgan Wallen'],3,32.0,32.0,94.0,0,-31.0,2
Morgan Wallen,Chasin' You,['Morgan Wallen'],36,16.0,82.0,46.0,18,-1.7647058823529411,17
Morgan Wallen,Dark Til Daylight,['Morgan Wallen'],8,49.0,50.0,88.0,1,-6.5,6
Morgan Wallen,Devil Don't Know,['Morgan Wallen'],3,29.0,29.0,86.0,0,-28.5,2
Morgan Wallen,Drinking Til It Does,['Morgan Wallen'],2,72.0,72.0,94.0,0,-22.0,1
Morgan Wallen,Dying Man,['Morgan Wallen'],4,43.0,43.0,90.0,0,-15.666666666666666,3
Morgan Wallen,Eyes Are Closed,['Morgan Wallen'],7,22.0,22.0,100.0,0,-13.0,6
Morgan Wallen,F150-50,['Morgan Wallen'],2,53.0,53.0,97.0,0,-44.0,1
Morgan Wallen,Falling Apart,['Morgan Wallen'],5,25.0,25.0,100.0,0,-18.75,4
Morgan Wallen,Genesis,['Morgan Wallen'],3,46.0,46.0,80.0,0,-17.0,2
Morgan Wallen,Hope That's True,['Morgan Wallen'],2,41.0,41.0,77.0,0,-36.0,1
Morgan Wallen,I Deserve A Drink,['Morgan Wallen'],2,52.0,52.0,85.0,0,-33.0,1
Morgan Wallen,I Got Better,['Morgan Wallen'],28,7.0,7.0,16.0,0,-0.3333333333333333,27
Morgan Wallen,I'm The Problem,['Morgan Wallen'],36,2.0,2.0,31.0,0,-0.8285714285714286,35
Morgan Wallen,If You Were Mine,['Morgan Wallen'],5,41.0,41.0,94.0,0,-13.25,4
Morgan Wallen,Interlude,['Morgan Wallen'],3,51.0,51.0,99.0,0,-24.0,2
Morgan Wallen,Jack And Jill,['Morgan Wallen'],3,60.0,60.0,85.0,0,-12.5,2
Morgan Wallen,Just In Case,['Morgan Wallen'],29,2.0,4.0,33.0,8,-1.55,20
Morgan Wallen,Keith Whitley,['Morgan Wallen'],2,44.0,44.0,80.0,0,-36.0,1
Morgan Wallen,Kick Myself,['Morgan Wallen'],6,21.0,21.0,95.0,0,-14.8,5
Morgan Wallen,Kiss Her In Front Of You,['Morgan Wallen'],6,34.0,34.0,100.0,0,-13.2,5
Morgan Wallen,LA Night,['Morgan Wallen'],2,79.0,79.0,99.0,0,-20.0,1
Morgan Wallen,Last Night,['Morgan Wallen'],60,1.0,27.0,16.0,5,-0.2777777777777778,54
Morgan Wallen,Leavin's The Least I Could Do,['Morgan Wallen'],2,70.0,70.0,89.0,0,-19.0,1
Morgan Wallen,Love Somebody,['Morgan Wallen'],45,1.0,1.0,46.0,0,-1.0227272727272727,44
Morgan Wallen,Me + All Your Reasons,['Morgan Wallen'],3,51.0,51.0,99.0,0,-24.0,2
Morgan Wallen,Missing,['Morgan Wallen'],4,42.0,42.0,96.0,0,-18.0,3
Morgan Wallen,Neon Star (Country Boy Lullaby),['Morgan Wallen'],3,48.0,48.0,90.0,0,-21.0,2
Morgan Wallen,One Thing At A Time,['Morgan Wallen'],30,10.0,37.0,49.0,13,-2.4375,16
Morgan Wallen,Revelation,['Morgan Wallen'],3,54.0,54.0,95.0,0,-20.5,2
Morgan Wallen,Single Than She Was,['Morgan Wallen'],2,56.0,56.0,90.0,0,-34.0,1
Morgan Wallen,"Skoal, Chevy, And Browning",['Morgan Wallen'],5,29.0,29.0,90.0,0,-15.25,4
Morgan Wallen,Smile,['Morgan Wallen'],21,4.0,27.0,45.0,1,-2.1578947368421053,19
Morgan Wallen,Sunrise,['Morgan Wallen'],11,30.0,30.0,99.0,0,-6.9,10
Morgan Wallen,Superman,['Morgan Wallen'],17,8.0,16.0,91.0,1,-5.533333333333333,15
Morgan Wallen,TN,['Morgan Wallen'],15,31.0,31.0,95.0,0,-4.571428571428571,14
Morgan Wallen,Tennessee Numbers,['Morgan Wallen'],2,38.0,38.0,74.0,0,-36.0,1
Morgan Wallen,Thinkin' Bout Me,['Morgan Wallen'],55,7.0,9.0,21.0,33,-0.6666666666666666,21
Morgan Wallen,Warning,['Morgan Wallen'],5,42.0,42.0,93.0,0,-12.75,4
Morgan Wallen,Where'd That Girl Go,['Morgan Wallen'],6,32.0,32.0,91.0,0,-11.8,5
Morgan Wallen,Whiskey Friends,['Morgan Wallen'],4,35.0,35.0,98.0,0,-21.0,3
Morgan Wallen,Whiskey Glasses,['Morgan Wallen'],27,17.0,85.0,43.0,12,-1.8571428571428572,14
Morgan Wallen,Wine Into Water,['Morgan Wallen'],2,59.0,59.0,100.0,0,-41.0,1
Morgan Wallen,You Proof,['Morgan Wallen'],62,5.0,6.0,23.0,21,-0.45,40
Morgan Wallen Featuring ERNEST,The Dealer,"['Morgan Wallen', 'ERNEST']",2,69.0,69.0,93.0,0,-24.0,1
Morgan Wallen Featuring Eric Church,Number 3 And Number 7,"['Morgan Wallen', 'Eric Church']",3,52.0,52.0,97.0,0,-22.5,2
Morgan Wallen Featuring Florida Georgia Line,Up Down,"['Morgan Wallen', 'Florida Georgia Line']",20,49.0,86.0,88.0,11,-4.875,8
Morgan Wallen Featuring HARDY,Come Back As A Redneck,"['Morgan Wallen', 'HARDY']",2,63.0,63.0,90.0,0,-27.0,1
Morgan Wallen Featuring HARDY,In The Bible,"['Morgan Wallen', 'HARDY']",2,47.0,47.0,88.0,0,-41.0,1
Morgan Wallen Featuring Tate McRae,What I Want,"['Morgan Wallen', 'Tate McRae']",27,1.0,1.0,15.0,0,-0.5384615384615384,26
Morray,Quicksand,['Morray'],20,65.0,100.0,79.0,12,-2.0,7
Mulatto,B*tch From da Souf,['Mulatto'],3,95.0,95.0,99.0,0,-2.0,2
Muni Long,Hrs And Hrs,['Muni Long'],20,16.0,83.0,62.0,4,-3.066666666666667,15
Muni Long,Made For Me,['Muni Long'],22,20.0,93.0,60.0,6,-2.6666666666666665,15
Mustard & Roddy Ricch,Ballin',"['Mustard', 'Roddy Ricch']",44,11.0,94.0,49.0,24,-2.0,19
Myke Towers,LaLa,['Myke Towers'],20,43.0,90.0,89.0,4,-3.066666666666667,15
Myke Towers & Bad Bunny,Adivino,"['Myke Towers', 'Bad Bunny']",2,63.0,63.0,91.0,0,-28.0,1
Myke Towers & Juhn,Bandido,"['Myke Towers', 'Juhn']",7,82.0,87.0,98.0,1,-3.2,5
N*E*R*D & Rihanna,Lemon,"['N*E*R*D', 'Rihanna']",21,36.0,65.0,48.0,19,-12.0,1
NEIKED X Mae Muller X Polo G,Better Days,"['NEIKED', 'Mae Muller', 'Polo G']",20,23.0,57.0,60.0,11,-4.625,8
NF,Fear,['NF'],2,35.0,35.0,77.0,0,-42.0,1
NF,Happy,['NF'],6,54.0,54.0,100.0,0,-9.2,5
NF,Hope,['NF'],2,49.0,49.0,84.0,0,-35.0,1
NF,Let You Down,['NF'],27,12.0,87.0,49.0,15,-3.3636363636363638,11
NLE Choppa,Shotta Flow,['NLE Choppa'],20,36.0,96.0,46.0,12,-1.4285714285714286,7
NLE Choppa,Shotta Flow 5,['NLE Choppa'],3,54.0,54.0,100.0,0,-23.0,2
NLE Choppa & 2Rare,Do It Again,"['NLE Choppa', '2Rare']",5,85.0,96.0,95.0,1,-3.3333333333333335,3
NLE Choppa & 41,Or What?,"['NLE Choppa', '41']",7,52.0,91.0,84.0,1,-6.4,5
NLE Choppa Featuring Roddy Ricch,Walk Em Down,"['NLE Choppa', 'Roddy Ricch']",20,38.0,94.0,59.0,12,-3.0,7
Nardo Wick,Dah Dah DahDah,['Nardo Wick'],11,48.0,89.0,80.0,3,-4.571428571428571,7
"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",Who Want Smoke??,"['Nardo Wick', 'G Herbo', 'Lil Durk', '21 Savage']",20,17.0,17.0,71.0,0,-2.8421052631578947,19
Nate Smith,Bulletproof,['Nate Smith'],20,37.0,94.0,58.0,9,-2.1,10
Nate Smith,World On Fire,['Nate Smith'],20,21.0,92.0,60.0,10,-4.333333333333333,9
"Nav, Gunna & Travis Scott",Turks,"['Nav', 'Gunna', 'Travis Scott']",11,17.0,17.0,86.0,0,-6.9,10
Nelly Featuring Jeremih,The Fix,"['Nelly', 'Jeremih']",9,62.0,65.0,97.0,1,-5.0,7
Nengo Flow & Bad Bunny,Gato de Noche,"['Nengo Flow', 'Bad Bunny']",8,60.0,62.0,98.0,1,-6.333333333333333,6
Neton Vega,Loco,['Neton Vega'],20,43.0,50.0,95.0,3,-3.25,16
Neton Vega & Peso Pluma,Morena,"['Neton Vega', 'Peso Pluma']",6,83.0,93.0,93.0,1,-2.5,4
NewJeans,OMG,['NewJeans'],6,74.0,91.0,89.0,3,-7.5,2
NewJeans,Super Shy,['NewJeans'],8,48.0,66.0,95.0,2,-9.4,5
Niall Horan,Slow Hands,['Niall Horan'],31,11.0,90.0,50.0,19,-3.5454545454545454,11
Niall Horan,This Town,['Niall Horan'],22,20.0,63.0,48.0,13,-3.5,8
Nick Jonas Featuring Tove Lo,Close,"['Nick Jonas', 'Tove Lo']",20,14.0,27.0,73.0,11,-7.375,8
Nicki Minaj,Barbie Dreams,['Nicki Minaj'],7,18.0,18.0,70.0,0,-8.666666666666666,6
Nicki Minaj,Beep Beep,['Nicki Minaj'],2,64.0,64.0,74.0,0,-10.0,1
Nicki Minaj,FTCU,['Nicki Minaj'],20,15.0,42.0,53.0,4,-2.533333333333333,15
Nicki Minaj,Last Time I Saw You,['Nicki Minaj'],2,23.0,23.0,62.0,0,-39.0,1
Nicki Minaj,Red Ruby Da Sleeze,['Nicki Minaj'],12,13.0,13.0,83.0,0,-6.363636363636363,11
Nicki Minaj,Super Freaky Girl,['Nicki Minaj'],25,1.0,1.0,44.0,0,-1.7916666666666667,24
Nicki Minaj,Yikes,['Nicki Minaj'],2,23.0,23.0,81.0,0,-58.0,1
Nicki Minaj & Ice Spice With Aqua,Barbie World,"['Nicki Minaj', 'Ice Spice', 'Aqua']",21,7.0,7.0,45.0,0,-1.9,20
Nicki Minaj Featuring Ariana Grande,Bed,"['Nicki Minaj', 'Ariana Grande']",10,42.0,43.0,91.0,8,-49.0,1
Nicki Minaj Featuring Drake,Needle,"['Nicki Minaj', 'Drake']",4,34.0,34.0,83.0,0,-16.333333333333332,3
Nicki Minaj Featuring Lil Uzi Vert,Everybody,"['Nicki Minaj', 'Lil Uzi Vert']",20,24.0,26.0,81.0,6,-4.384615384615385,13
Nicki Minaj With Drake & Lil Wayne,No Frauds,"['Nicki Minaj', 'Drake', 'Lil Wayne']",7,14.0,14.0,95.0,0,-13.5,6
Nicki Minaj X Lil Baby,Bussin,"['Nicki Minaj', 'Lil Baby']",3,20.0,20.0,94.0,0,-37.0,2
Nicki Minaj X Lil Baby,Do We Have A Problem?,"['Nicki Minaj', 'Lil Baby']",13,2.0,2.0,93.0,0,-7.583333333333333,12
"Nicki Minaj, Drake & Lil Wayne",Seeing Green,"['Nicki Minaj', 'Drake', 'Lil Wayne']",4,12.0,12.0,100.0,0,-29.333333333333332,3
Nicky Jam,With You Tonight / Hasta El Amanecer,['Nicky Jam'],19,73.0,98.0,97.0,12,-4.0,6
Nicky Jam X Ozuna,Te Robare,"['Nicky Jam', 'Ozuna']",6,91.0,95.0,94.0,4,-3.0,1
Nicky Jam x J Balvin,X,"['Nicky Jam', 'J Balvin']",21,41.0,80.0,47.0,10,-0.6,10
Nio Garcia X J Balvin X Bad Bunny,AM,"['Nio Garcia', 'J Balvin', 'Bad Bunny']",10,41.0,41.0,98.0,0,-6.333333333333333,9
Nipsey Hussle Featuring Belly & Dom Kennedy,Double Up,"['Nipsey Hussle', 'Belly', 'Dom Kennedy']",3,65.0,65.0,82.0,0,-8.5,2
Nipsey Hussle Featuring Kendrick Lamar,Dedication,"['Nipsey Hussle', 'Kendrick Lamar']",2,93.0,93.0,97.0,0,-4.0,1
Nipsey Hussle Featuring YG,Last Time That I Checc'd,"['Nipsey Hussle', 'YG']",3,76.0,82.0,92.0,1,-16.0,1
Noah Kahan,Forever,['Noah Kahan'],4,28.0,28.0,88.0,0,-20.0,3
Noah Kahan,Stick Season,['Noah Kahan'],52,9.0,80.0,48.0,28,-1.6956521739130435,23
Normani,Motivation,['Normani'],10,33.0,33.0,75.0,0,-4.666666666666667,9
Normani Featuring Cardi B,Wild Side,"['Normani', 'Cardi B']",20,14.0,14.0,63.0,0,-2.5789473684210527,19
O.T. Genasis Featuring Young Dolph,Cut It,"['O.T. Genasis', 'Young Dolph']",20,35.0,94.0,40.0,16,-1.6666666666666667,3
Offset,Red Room,['Offset'],3,49.0,49.0,73.0,0,-12.0,2
Offset & Cardi B,Jealousy,"['Offset', 'Cardi B']",3,55.0,55.0,85.0,0,-15.0,2
Offset & Gunna,Different Species,"['Offset', 'Gunna']",2,73.0,73.0,99.0,0,-26.0,1
Offset & JID,Bodies,"['Offset', 'JID']",2,72.0,72.0,91.0,0,-19.0,1
Offset & Metro Boomin,Ric Flair Drip,"['Offset', 'Metro Boomin']",30,13.0,71.0,44.0,19,-3.1,10
Offset Featuring Travis Scott,Say My Grace,"['Offset', 'Travis Scott']",2,48.0,48.0,100.0,0,-52.0,1
Old Dominion,Hotel Key,['Old Dominion'],19,48.0,93.0,96.0,11,-6.857142857142857,7
Old Dominion,I Was On A Boat That Day,['Old Dominion'],19,37.0,91.0,64.0,14,-6.75,4
Old Dominion,Make It Sweet,['Old Dominion'],20,56.0,98.0,80.0,16,-8.0,3
Old Dominion,No Such Thing As A Broken Heart,['Old Dominion'],19,46.0,90.0,92.0,13,-9.2,5
Old Dominion,One Man Band,['Old Dominion'],28,20.0,91.0,50.0,11,-1.875,16
Old Dominion,Snapback,['Old Dominion'],20,50.0,100.0,70.0,11,-2.5,8
Old Dominion,Song For Another Time,['Old Dominion'],18,59.0,92.0,96.0,10,-5.285714285714286,7
Old Dominion,Written In The Sand,['Old Dominion'],19,51.0,99.0,93.0,10,-5.25,8
Oliver Anthony Music,Aint Gotta Dollar,['Oliver Anthony Music'],2,82.0,82.0,88.0,0,-6.0,1
Olivia Dean,A Couple Minutes,['Olivia Dean'],8,55.0,87.0,69.0,3,-3.5,4
Olivia Dean,Let Alone The One You Love,['Olivia Dean'],4,95.0,97.0,97.0,1,-1.0,2
Olivia Dean,Man I Need,['Olivia Dean'],17,4.0,82.0,18.0,11,-2.8,5
Olivia Dean,So Easy (To Fall In Love),['Olivia Dean'],12,18.0,98.0,54.0,7,-9.0,4
Olivia Rodrigo,"1 Step Forward, 3 Steps Back",['Olivia Rodrigo'],4,19.0,19.0,95.0,0,-25.333333333333332,3
Olivia Rodrigo,All I Want,['Olivia Rodrigo'],2,90.0,90.0,100.0,0,-10.0,1
Olivia Rodrigo,All-American Bitch,['Olivia Rodrigo'],4,13.0,13.0,73.0,0,-20.0,3
Olivia Rodrigo,Ballad Of A Homeschooled Girl,['Olivia Rodrigo'],2,24.0,24.0,66.0,0,-42.0,1
Olivia Rodrigo,Can't Catch Me Now,['Olivia Rodrigo'],12,56.0,56.0,91.0,0,-3.1818181818181817,11
Olivia Rodrigo,Deja Vu,['Olivia Rodrigo'],29,3.0,8.0,50.0,7,-2.238095238095238,21
Olivia Rodrigo,Drivers License,['Olivia Rodrigo'],28,1.0,1.0,43.0,0,-1.5555555555555556,27
Olivia Rodrigo,Favorite Crime,['Olivia Rodrigo'],13,16.0,18.0,93.0,1,-7.0,11
Olivia Rodrigo,Get Him Back!,['Olivia Rodrigo'],20,11.0,11.0,54.0,0,-2.263157894736842,19
Olivia Rodrigo,Good 4 U,['Olivia Rodrigo'],51,1.0,1.0,49.0,0,-0.96,50
Olivia Rodrigo,Happier,['Olivia Rodrigo'],12,15.0,15.0,97.0,0,-7.454545454545454,11
Olivia Rodrigo,Hope Ur OK,['Olivia Rodrigo'],3,29.0,29.0,84.0,0,-27.5,2
Olivia Rodrigo,"Jealousy, Jealousy",['Olivia Rodrigo'],9,24.0,24.0,99.0,0,-9.375,8
Olivia Rodrigo,Lacy,['Olivia Rodrigo'],3,23.0,23.0,84.0,0,-30.5,2
Olivia Rodrigo,Logical,['Olivia Rodrigo'],3,20.0,20.0,94.0,0,-37.0,2
Olivia Rodrigo,Love Is Embarrassing,['Olivia Rodrigo'],3,25.0,25.0,100.0,0,-37.5,2
Olivia Rodrigo,Making The Bed,['Olivia Rodrigo'],3,19.0,19.0,93.0,0,-37.0,2
Olivia Rodrigo,Obsessed,['Olivia Rodrigo'],12,14.0,14.0,92.0,0,-7.090909090909091,11
Olivia Rodrigo,Pretty Isn't Pretty,['Olivia Rodrigo'],2,30.0,30.0,83.0,0,-53.0,1
Olivia Rodrigo,Teenage Dream,['Olivia Rodrigo'],2,39.0,39.0,96.0,0,-57.0,1
Olivia Rodrigo,The Grudge,['Olivia Rodrigo'],4,16.0,16.0,86.0,0,-23.333333333333332,3
Olivia Rodrigo,Traitor,['Olivia Rodrigo'],25,9.0,9.0,34.0,0,-1.0416666666666667,24
Omar Apollo,Evergreen,['Omar Apollo'],7,51.0,62.0,100.0,2,-12.25,4
One Direction,History,['One Direction'],5,92.0,92.0,100.0,0,-2.0,4
One Direction,Perfect,['One Direction'],12,26.0,32.0,87.0,2,-6.777777777777778,9
OneRepublic,Wherever I Go,['OneRepublic'],12,55.0,67.0,91.0,8,-12.0,3
Oscar Ortiz X Edgardo Nunez,First Love,"['Oscar Ortiz', 'Edgardo Nunez']",3,91.0,94.0,99.0,1,-8.0,1
Ozuna & Romeo Santos,El Farsante,"['Ozuna', 'Romeo Santos']",20,49.0,92.0,91.0,1,-2.3333333333333335,18
Ozuna Featuring Feid,Hey Mor,"['Ozuna', 'Feid']",4,85.0,96.0,88.0,2,-3.0,1
Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,Baila Baila Baila,"['Ozuna', 'Daddy Yankee', 'J Balvin', 'Farruko', 'Anuel AA']",9,69.0,69.0,97.0,0,-3.5,8
Ozuna x Karol G x Myke Towers,Caramelo,"['Ozuna', 'Karol G', 'Myke Towers']",10,76.0,92.0,96.0,3,-3.3333333333333335,6
P!nk,Just Like Fire,['P!nk'],26,10.0,42.0,50.0,6,-2.1052631578947367,19
P!nk,Never Gonna Not Dance Again,['P!nk'],2,99.0,99.0,99.0,0,-0.0,1
P!nk,What About Us,['P!nk'],21,13.0,82.0,43.0,10,-3.0,10
PARTYNEXTDOOR,Deeper,['PARTYNEXTDOOR'],3,31.0,31.0,98.0,0,-33.5,2
PARTYNEXTDOOR,Not Nice,['PARTYNEXTDOOR'],7,82.0,95.0,95.0,3,-4.333333333333333,3
PARTYNEXTDOOR & Drake,CN Tower,"['PARTYNEXTDOOR', 'Drake']",3,18.0,18.0,80.0,0,-31.0,2
PARTYNEXTDOOR & Drake,Moth Balls,"['PARTYNEXTDOOR', 'Drake']",2,29.0,29.0,86.0,0,-57.0,1
PARTYNEXTDOOR & Drake,Something About You,"['PARTYNEXTDOOR', 'Drake']",3,26.0,26.0,89.0,0,-31.5,2
PARTYNEXTDOOR & Drake,Spider-Man Superman,"['PARTYNEXTDOOR', 'Drake']",2,35.0,35.0,91.0,0,-56.0,1
PARTYNEXTDOOR & Rihanna,Believe It,"['PARTYNEXTDOOR', 'Rihanna']",14,23.0,23.0,85.0,0,-4.769230769230769,13
"PARTYNEXTDOOR, Drake & Yebba",Die Trying,"['PARTYNEXTDOOR', 'Drake', 'Yebba']",12,21.0,21.0,100.0,0,-7.181818181818182,11
PLUTO & YKNIECE,Whim Whamiee,"['PLUTO', 'YKNIECE']",16,51.0,92.0,93.0,6,-4.666666666666667,9
Panic! At The Disco,Emperor's New Clothes,['Panic! At The Disco'],2,72.0,72.0,96.0,0,-24.0,1
Panic! At The Disco,"Hey Look Ma, I Made It",['Panic! At The Disco'],22,16.0,96.0,50.0,13,-4.25,8
Panic! At The Disco,Into The Unknown,['Panic! At The Disco'],2,98.0,98.0,99.0,0,-1.0,1
Parker McCollum,Burn It Down,['Parker McCollum'],25,42.0,77.0,42.0,21,-0.0,3
Parker McCollum,Handle On You,['Parker McCollum'],20,30.0,69.0,53.0,17,-11.5,2
Parmalee,Take My Name,['Parmalee'],20,22.0,88.0,52.0,9,-3.0,10
Parmalee x Blanco Brown,Just The Way,"['Parmalee', 'Blanco Brown']",20,31.0,97.0,62.0,10,-3.4444444444444446,9
Paul Russell,Lil Boo Thang,['Paul Russell'],21,14.0,99.0,43.0,15,-5.8,5
Pentatonix,Hallelujah,['Pentatonix'],11,23.0,32.0,84.0,8,-30.5,2
Pentatonix Featuring Meghan Trainor,Kid On Christmas,"['Pentatonix', 'Meghan Trainor']",2,93.0,93.0,94.0,0,-1.0,1
Peso Pluma,Bye,['Peso Pluma'],9,48.0,53.0,75.0,4,-6.75,4
Peso Pluma,Por Las Noches,['Peso Pluma'],20,28.0,92.0,76.0,6,-3.6923076923076925,13
Peso Pluma & Anitta,Bellakeo,"['Peso Pluma', 'Anitta']",14,53.0,71.0,90.0,5,-4.625,8
Peso Pluma & Grupo Frontera,Tulum,"['Peso Pluma', 'Grupo Frontera']",14,43.0,43.0,79.0,0,-2.769230769230769,13
Peso Pluma & Junior H,Luna,"['Peso Pluma', 'Junior H']",5,30.0,30.0,82.0,0,-13.0,4
Peso Pluma x Jasiel Nunez x Junior H,Bipolar,"['Peso Pluma', 'Jasiel Nunez', 'Junior H']",4,60.0,60.0,85.0,0,-8.333333333333334,3
"Peso Pluma, Gabito Ballesteros & Junior H",Lady Gaga,"['Peso Pluma', 'Gabito Ballesteros', 'Junior H']",20,35.0,35.0,68.0,0,-1.736842105263158,19
"Peso Pluma, Junior H & Oscar Maydon",Rompe La Dompe,"['Peso Pluma', 'Junior H', 'Oscar Maydon']",2,81.0,81.0,94.0,0,-13.0,1
"Peso Pluma, Tito Double P & Joel de La P",La People II,"['Peso Pluma', 'Tito Double P', 'Joel de La P']",2,69.0,69.0,98.0,0,-29.0,1
"Pharrell Williams Featuring 21 Savage & Tyler, The Creator",Cash In Cash Out,"['Pharrell Williams', '21 Savage', 'Tyler, The Creator']",7,26.0,26.0,95.0,0,-11.5,6
Pierce the Veil,So Far So Fake,['Pierce the Veil'],6,64.0,88.0,100.0,2,-12.0,3
